Item Identifier,Item Type,Item Fat Content,Item Weight,Item Visibility,Outlet Identifier,Outlet Establishment Year,Outlet Size,Outlet Location Type,Outlet Type,Sales,Rating
FDD21,Fruits and Vegetables,Regular,10.3,0.030569,OUT046,2016,Small,Tier 1,Supermarket Type1,113.12,4.0
FDY20,Fruits and Vegetables,Regular,12.5,0.081753,OUT046,2016,Small,Tier 1,Supermarket Type1,89.05,4.0
FDT55,Fruits and Vegetables,Regular,13.6,0.043655,OUT046,2016,Small,Tier 1,Supermarket Type1,156.79,4.0
FDP08,Fruits and Vegetables,Regular,20.5,0.11241,OUT046,2016,Small,Tier 1,Supermarket Type1,192.25,4.0
FDI07,Meat,Regular,12.35,0.033761,OUT046,2016,Small,Tier 1,Supermarket Type1,196.94,4.0
FDZ39,Meat,Regular,19.7,0.018025,OUT046,2016,Small,Tier 1,Supermarket Type1,104.5,4.0
FDI09,Seafood,Regular,20.75,0.129338,OUT046,2016,Small,Tier 1,Supermarket Type1,238.19,4.0
FDI58,Snack Foods,Regular,7.64,0.070704,OUT046,2016,Small,Tier 1,Supermarket Type1,93.41,4.0
FDX46,Snack Foods,Regular,12.3,0.058117,OUT046,2016,Small,Tier 1,Supermarket Type1,57.56,4.0
FDL21,Snack Foods,Regular,15.85,0.007146,OUT046,2016,Small,Tier 1,Supermarket Type1,41.05,4.0
FDS22,Snack Foods,Regular,16.85,0.023154,OUT046,2016,Small,Tier 1,Supermarket Type1,43.94,4.0
DRC01,Soft Drinks,Regular,5.92,0.019201,OUT046,2016,Small,Tier 1,Supermarket Type1,47.77,4.0
FDE23,Starchy Foods,Regular,17.6,0.0,OUT046,2016,Small,Tier 1,Supermarket Type1,46.01,4.0
FDN09,Snack Foods,Low Fat,14.15,0.0,OUT045,2015,Medium,Tier 2,Supermarket Type1,244.18,4.0
FDA15,Dairy,Low Fat,9.3,0.016113,OUT017,2020,Medium,Tier 2,Supermarket Type1,248.81,4.0
FDY36,Baking Goods,Low Fat,12.3,0.00943,OUT045,2015,Medium,Tier 2,Supermarket Type1,71.34,4.0
FDH48,Baking Goods,Low Fat,13.5,0.060603,OUT045,2015,Medium,Tier 2,Supermarket Type1,85.55,4.0
FDG50,Canned,Low Fat,7.4,0.015303,OUT045,2015,Medium,Tier 2,Supermarket Type1,89.91,4.0
FDS14,Dairy,Low Fat,7.28,0.050065,OUT045,2015,Medium,Tier 2,Supermarket Type1,157.43,4.0
DRE27,Dairy,Low Fat,11.85,0.13294,OUT045,2015,Medium,Tier 2,Supermarket Type1,98.07,4.0
DRJ39,Dairy,Low Fat,20.25,0.0364,OUT045,2015,Medium,Tier 2,Supermarket Type1,219.35,4.0
FDF09,Fruits and Vegetables,Low Fat,6.22,0.012174,OUT045,2015,Medium,Tier 2,Supermarket Type1,36.48,4.0
FDJ08,Fruits and Vegetables,Low Fat,11.1,0.110897,OUT045,2015,Medium,Tier 2,Supermarket Type1,191.58,4.0
FDS43,Fruits and Vegetables,Low Fat,11.65,0.040597,OUT045,2015,Medium,Tier 2,Supermarket Type1,187.32,4.0
FDO44,Fruits and Vegetables,Low Fat,12.6,0.087631,OUT045,2015,Medium,Tier 2,Supermarket Type1,110.02,4.0
FDE21,Fruits and Vegetables,Low Fat,12.8,0.022991,OUT045,2015,Medium,Tier 2,Supermarket Type1,114.95,4.0
FDT31,Fruits and Vegetables,Low Fat,19.75,0.012474,OUT045,2015,Medium,Tier 2,Supermarket Type1,187.59,4.0
DRN47,Hard Drinks,Low Fat,12.1,0.0,OUT045,2015,Small,Tier 2,Supermarket Type1,179.87,4.0
NCS05,Health and Hygiene,Low Fat,11.5,0.021021,OUT045,2015,Small,Tier 2,Supermarket Type1,130.79,4.0
NCT41,Health and Hygiene,Low Fat,15.7,0.056104,OUT045,2015,Small,Tier 2,Supermarket Type1,153.5,4.0
NCF43,Household,Low Fat,8.51,0.052051,OUT045,2015,Small,Tier 2,Supermarket Type1,142.25,4.0
NCK18,Household,Low Fat,9.6,0.0,OUT045,2015,Small,Tier 2,Supermarket Type1,164.22,4.0
NCX18,Household,Low Fat,14.15,0.008812,OUT045,2015,Small,Tier 2,Supermarket Type1,196.51,4.0
NCL06,Household,Low Fat,14.65,0.072213,OUT045,2015,Small,Tier 2,Supermarket Type1,260.96,4.0
NCE30,Household,Low Fat,16.0,0.0,OUT045,2015,Small,Tier 2,Supermarket Type1,210.49,4.0
FDU39,Meat,Low Fat,18.85,0.036111,OUT045,2015,Small,Tier 2,Supermarket Type1,58.16,4.0
NCN55,Others,Low Fat,14.6,0.059611,OUT045,2015,Small,Tier 2,Supermarket Type1,238.35,4.0
FDH09,Seafood,Low Fat,12.6,0.056191,OUT045,2015,Small,Tier 2,Supermarket Type1,53.3,4.0
FDR33,Snack Foods,Low Fat,7.31,0.026843,OUT045,2015,Small,Tier 2,Supermarket Type1,109.76,4.0
FDD34,Snack Foods,Low Fat,7.94,0.015908,OUT045,2015,Small,Tier 2,Supermarket Type1,161.42,4.0
FDL10,Snack Foods,Low Fat,8.4,0.039572,OUT045,2015,Small,Tier 2,Supermarket Type1,100.9,4.0
FDA57,Snack Foods,Low Fat,18.85,0.039724,OUT045,2015,Small,Tier 2,Supermarket Type1,41.05,4.0
FDA45,Snack Foods,Low Fat,21.25,0.155695,OUT045,2015,Small,Tier 2,Supermarket Type1,177.64,4.0
DRF25,Soft Drinks,Low Fat,9.0,0.039004,OUT045,2015,Small,Tier 2,Supermarket Type1,37.02,4.0
DRJ24,Soft Drinks,Low Fat,11.8,0.113559,OUT045,2015,Small,Tier 2,Supermarket Type1,184.29,4.0
DRN36,Soft Drinks,Low Fat,15.2,0.05028,OUT045,2015,Small,Tier 2,Supermarket Type1,94.18,4.0
FDY36,Baking Goods,Low Fat,12.3,0.009464,OUT017,2020,Small,Tier 2,Supermarket Type1,73.84,4.0
FDZ48,Baking Goods,Low Fat,17.75,0.076389,OUT017,2020,Small,Tier 2,Supermarket Type1,111.15,4.0
FDW59,Breads,Low Fat,13.15,0.020833,OUT017,2020,Small,Tier 2,Supermarket Type1,86.56,4.0
FDU13,Canned,Low Fat,8.36,0.18862,OUT017,2020,Small,Tier 2,Supermarket Type1,146.44,4.0
FDX25,Canned,Low Fat,16.7,0.102633,OUT017,2020,Small,Tier 2,Supermarket Type1,180.83,4.0
FDY50,Dairy,Low Fat,5.8,0.131697,OUT017,2020,Small,Tier 2,Supermarket Type1,89.42,4.0
FDA50,Dairy,Low Fat,16.25,0.087668,OUT017,2020,Small,Tier 2,Supermarket Type1,94.94,4.0
FDS50,Dairy,Low Fat,17.0,0.055747,OUT017,2020,Small,Tier 2,Supermarket Type1,220.01,4.0
DRI51,Dairy,Low Fat,17.25,0.042481,OUT017,2020,Small,Tier 2,Supermarket Type1,173.48,4.0
FDR26,Dairy,Low Fat,20.7,0.043079,OUT017,2020,Small,Tier 2,Supermarket Type1,177.8,4.0
FDF17,Frozen Foods,Low Fat,5.19,0.042862,OUT017,2020,Small,Tier 2,Supermarket Type1,196.81,4.0
FDD08,Fruits and Vegetables,Low Fat,8.3,0.035554,OUT017,2020,Small,Tier 2,Supermarket Type1,37.45,4.0
FDY07,Fruits and Vegetables,Low Fat,11.8,0.12229,OUT017,2020,Small,Tier 2,Supermarket Type1,46.34,4.0
FDS07,Fruits and Vegetables,Low Fat,12.35,0.100322,OUT017,2020,Small,Tier 2,Supermarket Type1,113.75,4.0
FDM44,Fruits and Vegetables,Low Fat,12.5,0.031225,OUT017,2020,Small,Tier 2,Supermarket Type1,102.9,4.0
DRN11,Hard Drinks,Low Fat,7.85,0.163902,OUT017,2020,Small,Tier 2,Supermarket Type1,143.34,4.0
DRJ11,Hard Drinks,Low Fat,9.5,0.0,OUT017,2020,Small,Tier 2,Supermarket Type1,188.99,4.0
DRJ35,Hard Drinks,Low Fat,10.1,0.046848,OUT017,2020,Small,Tier 2,Supermarket Type1,60.69,4.0
NCZ41,Health and Hygiene,Low Fat,19.85,0.064786,OUT017,2020,Small,Tier 2,Supermarket Type1,123.77,4.0
NCU30,Household,Low Fat,5.11,0.035072,OUT017,2020,Small,Tier 2,Supermarket Type1,163.22,4.0
NCF07,Household,Low Fat,9.0,0.032204,OUT017,2020,Small,Tier 2,Supermarket Type1,100.8,4.0
NCQ06,Household,Low Fat,13.0,0.042061,OUT017,2020,Small,Tier 2,Supermarket Type1,254.1,4.0
NCO18,Household,Low Fat,13.15,0.024791,OUT017,2020,Small,Tier 2,Supermarket Type1,177.57,4.0
NCQ18,Household,Low Fat,15.75,0.135837,OUT017,2020,High,Tier 2,Supermarket Type1,100.37,4.0
NCF54,Household,Low Fat,18.0,0.047645,OUT017,2020,High,Tier 2,Supermarket Type1,172.64,4.0
NCL18,Household,Low Fat,18.85,0.168532,OUT017,2020,High,Tier 2,Supermarket Type1,192.51,4.0
NCZ06,Household,Low Fat,19.6,0.094694,OUT017,2020,High,Tier 2,Supermarket Type1,254.97,4.0
FDQ46,Snack Foods,Low Fat,7.51,0.1044,OUT017,2020,High,Tier 2,Supermarket Type1,113.55,4.0
FDW33,Snack Foods,Low Fat,9.4,0.099681,OUT017,2020,High,Tier 2,Supermarket Type1,106.43,4.0
FDR45,Snack Foods,Low Fat,10.8,0.029107,OUT017,2020,High,Tier 2,Supermarket Type1,240.52,4.0
FDW45,Snack Foods,Low Fat,18.0,0.039232,OUT017,2020,High,Tier 2,Supermarket Type1,145.14,4.0
DRJ49,Soft Drinks,Low Fat,6.86,0.014072,OUT017,2020,High,Tier 2,Supermarket Type1,127.37,4.0
DRZ24,Soft Drinks,Low Fat,7.54,0.08225,OUT017,2020,High,Tier 2,Supermarket Type1,118.34,4.0
DRK01,Soft Drinks,Low Fat,7.63,0.06141,OUT017,2020,High,Tier 2,Supermarket Type1,94.64,4.0
DRD49,Soft Drinks,Low Fat,9.9,0.16878,OUT017,2020,High,Tier 2,Supermarket Type1,236.86,4.0
DRK49,Soft Drinks,Low Fat,14.15,0.036147,OUT017,2020,High,Tier 2,Supermarket Type1,39.31,4.0
FDD11,Starchy Foods,Low Fat,12.85,0.03079,OUT017,2020,High,Tier 2,Supermarket Type1,254.9,4.0
FDW60,Baking Goods,Regular,5.44,0.017097,OUT045,2015,High,Tier 2,Supermarket Type1,178.14,4.0
FDB36,Baking Goods,Regular,5.46,0.048626,OUT045,2015,High,Tier 2,Supermarket Type1,129.26,4.0
FDI60,Baking Goods,Regular,7.22,0.038399,OUT045,2015,High,Tier 2,Supermarket Type1,61.95,4.0
FDP12,Baking Goods,Regular,9.8,0.045359,OUT045,2015,High,Tier 2,Supermarket Type1,36.19,4.0
FDT47,Breads,Regular,5.26,0.024559,OUT045,2015,High,Tier 2,Supermarket Type1,95.61,4.0
FDU47,Breads,Regular,12.8,0.114085,OUT045,2015,High,Tier 2,Supermarket Type1,141.38,4.0
FDP49,Breakfast,Regular,9.0,0.069229,OUT045,2015,High,Tier 2,Supermarket Type1,55.96,4.0
FDR01,Canned,Regular,5.4,0.05373,OUT045,2015,High,Tier 2,Supermarket Type1,199.07,4.0
FDQ01,Canned,Regular,19.7,0.161028,OUT045,2015,High,Tier 2,Supermarket Type1,254.1,4.0
FDC51,Dairy,Regular,10.9,0.009641,OUT045,2015,High,Tier 2,Supermarket Type1,124.17,4.0
FDK03,Dairy,Regular,12.6,0.07407,OUT045,2015,High,Tier 2,Supermarket Type1,254.24,4.0
FDF39,Dairy,Regular,14.85,0.019551,OUT045,2015,High,Tier 2,Supermarket Type1,263.79,4.0
FDE40,Dairy,Regular,15.6,0.099345,OUT045,2015,High,Tier 2,Supermarket Type1,63.62,4.0
FDA27,Dairy,Regular,20.35,0.03099,OUT045,2015,High,Tier 2,Supermarket Type1,256.37,4.0
FDV44,Fruits and Vegetables,Regular,8.36,0.039925,OUT045,2015,High,Tier 2,Supermarket Type1,189.22,4.0
FDC33,Fruits and Vegetables,Regular,8.96,0.069078,OUT045,2015,High,Tier 2,Supermarket Type1,197.78,4.0
FDX07,Fruits and Vegetables,Regular,19.2,0.022965,OUT045,2015,High,Tier 2,Supermarket Type1,181.7,4.0
FDS15,Meat,Regular,9.2,0.078219,OUT045,2015,High,Tier 2,Supermarket Type1,107.66,4.0
FDM15,Meat,Regular,11.8,0.057538,OUT045,2015,High,Tier 2,Supermarket Type1,149.84,4.0
FDI09,Seafood,Regular,20.75,0.0,OUT045,2015,High,Tier 2,Supermarket Type1,239.99,4.0
FDJ10,Snack Foods,Regular,5.1,0.129766,OUT045,2015,High,Tier 2,Supermarket Type1,141.68,4.0
FDS09,Snack Foods,Regular,8.9,0.081253,OUT045,2015,High,Tier 2,Supermarket Type1,49.8,4.0
FDY33,Snack Foods,Regular,14.5,0.097398,OUT045,2015,High,Tier 2,Supermarket Type1,157.43,4.0
FDR22,Snack Foods,Regular,19.35,0.0186,OUT045,2015,High,Tier 2,Supermarket Type1,110.25,4.0
FDT12,Baking Goods,Regular,6.22,0.049902,OUT017,2020,High,Tier 2,Supermarket Type1,225.81,4.0
FDP12,Baking Goods,Regular,9.8,0.045523,OUT017,2020,High,Tier 2,Supermarket Type1,35.09,4.0
FDQ48,Baking Goods,Regular,14.3,0.034606,OUT017,2020,High,Tier 2,Supermarket Type1,95.97,4.0
FDR24,Baking Goods,Regular,17.35,0.063207,OUT017,2020,High,Tier 2,Supermarket Type1,89.38,4.0
FDX47,Breads,Regular,6.55,0.0348,OUT017,2020,High,Tier 2,Supermarket Type1,157.53,4.0
FDM25,Breakfast,Regular,10.7,0.061009,OUT017,2020,High,Tier 2,Supermarket Type1,177.57,4.0
FDS25,Canned,Regular,6.88,0.1408,OUT017,2020,High,Tier 2,Supermarket Type1,111.42,4.0
FDJ02,Canned,Regular,17.2,0.025309,OUT017,2020,High,Tier 2,Supermarket Type1,147.04,4.0
FDZ02,Dairy,Regular,6.9,0.038363,OUT017,2020,High,Tier 2,Supermarket Type1,98.17,4.0
FDI27,Dairy,Regular,8.71,0.0,OUT017,2020,High,Tier 2,Supermarket Type1,43.57,4.0
FDS02,Dairy,Regular,10.2,0.146692,OUT017,2020,High,Tier 2,Supermarket Type1,194.58,4.0
FDJ15,Dairy,Regular,11.35,0.023454,OUT017,2020,High,Tier 2,Supermarket Type1,181.96,4.0
FDA27,Dairy,Regular,20.35,0.031103,OUT017,2020,High,Tier 2,Supermarket Type1,257.27,4.0
FDT52,Frozen Foods,Regular,9.7,0.047698,OUT017,2020,High,Tier 2,Supermarket Type1,244.61,4.0
FDS16,Frozen Foods,Regular,15.15,0.066551,OUT017,2020,High,Tier 2,Supermarket Type1,144.68,4.0
FDH17,Frozen Foods,Regular,16.2,0.016748,OUT017,2020,High,Tier 2,Supermarket Type1,98.67,4.0
FDY04,Frozen Foods,Regular,17.7,0.042717,OUT017,2020,High,Tier 2,Supermarket Type1,163.22,4.0
FDS56,Fruits and Vegetables,Regular,5.78,0.038976,OUT017,2020,High,Tier 2,Supermarket Type1,264.23,4.0
FDD44,Fruits and Vegetables,Regular,8.05,0.078844,OUT017,2020,Medium,Tier 2,Supermarket Type1,257.06,4.0
FDQ51,Meat,Regular,16.0,0.0,OUT017,2020,Medium,Tier 2,Supermarket Type1,48.17,4.0
FDL03,Meat,Regular,19.25,0.027234,OUT017,2020,Medium,Tier 2,Supermarket Type1,197.51,4.0
FDG33,Seafood,Regular,5.36,0.141034,OUT017,2020,Medium,Tier 2,Supermarket Type1,173.68,4.0
FDE10,Snack Foods,Regular,6.67,0.090457,OUT017,2020,Medium,Tier 2,Supermarket Type1,131.26,4.0
FDS33,Snack Foods,Regular,6.67,0.124127,OUT017,2020,Medium,Tier 2,Supermarket Type1,88.95,4.0
FDJ34,Snack Foods,Regular,11.8,0.094185,OUT017,2020,Medium,Tier 2,Supermarket Type1,126.27,4.0
FDP45,Snack Foods,Regular,15.7,0.030798,OUT017,2020,Medium,Tier 2,Supermarket Type1,252.97,4.0
FDM58,Snack Foods,Regular,16.85,0.080141,OUT017,2020,Medium,Tier 2,Supermarket Type1,111.45,4.0
FDN22,Snack Foods,Regular,18.85,0.139088,OUT017,2020,Medium,Tier 2,Supermarket Type1,251.77,4.0
DRC01,Soft Drinks,Regular,5.92,0.019309,OUT017,2020,Medium,Tier 2,Supermarket Type1,49.07,4.0
DRZ11,Soft Drinks,Regular,8.85,0.113302,OUT017,2020,Medium,Tier 2,Supermarket Type1,125.14,4.0
FDF11,Starchy Foods,Regular,10.2,0.017731,OUT017,2020,Medium,Tier 2,Supermarket Type1,239.85,4.0
FDE23,Starchy Foods,Regular,17.6,0.053482,OUT017,2020,Medium,Tier 2,Supermarket Type1,47.81,4.0
NCZ18,Household,Low Fat,7.82,0.186445,OUT045,2015,Medium,Tier 2,Supermarket Type1,255.57,4.0
FDI04,Frozen Foods,Regular,13.65,0.07306,OUT045,2015,Medium,Tier 2,Supermarket Type1,196.24,4.0
FDR44,Fruits and Vegetables,Regular,6.11,0.10313,OUT045,2015,Medium,Tier 2,Supermarket Type1,129.6,4.0
FDF45,Fruits and Vegetables,Regular,18.2,0.012229,OUT045,2015,Medium,Tier 2,Supermarket Type1,56.89,4.0
FDO22,Snack Foods,Regular,13.5,0.017896,OUT045,2015,Medium,Tier 2,Supermarket Type1,79.5,4.0
NCH18,Household,Low Fat,9.3,0.044653,OUT035,2017,Small,Tier 2,Supermarket Type1,247.08,4.0
FDG24,Baking Goods,Low Fat,7.98,0.014628,OUT035,2017,Small,Tier 2,Supermarket Type1,82.32,4.0
FDQ12,Baking Goods,Low Fat,12.65,0.035404,OUT035,2017,Small,Tier 2,Supermarket Type1,230.6,4.0
FDS47,Breads,Low Fat,16.75,0.128861,OUT035,2017,Small,Tier 2,Supermarket Type1,86.29,4.0
FDW13,Canned,Low Fat,8.5,0.097866,OUT035,2017,Small,Tier 2,Supermarket Type1,51.13,4.0
FDK02,Canned,Low Fat,12.5,0.112203,OUT035,2017,Small,Tier 2,Supermarket Type1,121.14,4.0
FDJ04,Frozen Foods,Low Fat,18.0,0.124429,OUT035,2017,Small,Tier 2,Supermarket Type1,119.91,4.0
FDQ16,Frozen Foods,Low Fat,19.7,0.041731,OUT035,2017,Small,Tier 2,Supermarket Type1,109.29,4.0
FDX43,Fruits and Vegetables,Low Fat,5.66,0.085259,OUT035,2017,Small,Tier 2,Supermarket Type1,165.85,4.0
FDV32,Fruits and Vegetables,Low Fat,7.78,0.088692,OUT035,2017,Small,Tier 2,Supermarket Type1,61.85,4.0
FDK56,Fruits and Vegetables,Low Fat,9.7,0.0,OUT035,2017,Small,Tier 2,Supermarket Type1,185.19,4.0
FDE44,Fruits and Vegetables,Low Fat,14.65,0.171356,OUT035,2017,Small,Tier 2,Supermarket Type1,47.67,4.0
FDY55,Fruits and Vegetables,Low Fat,16.75,0.081305,OUT035,2017,Small,Tier 2,Supermarket Type1,258.5,4.0
FDL44,Fruits and Vegetables,Low Fat,18.25,0.012273,OUT035,2017,Small,Tier 2,Supermarket Type1,160.29,4.0
NCS29,Health and Hygiene,Low Fat,9.0,0.069532,OUT035,2017,Small,Tier 2,Supermarket Type1,266.59,4.0
NCX29,Health and Hygiene,Low Fat,10.0,0.089136,OUT035,2017,Small,Tier 2,Supermarket Type1,146.91,4.0
NCO29,Health and Hygiene,Low Fat,11.15,0.03225,OUT035,2017,Small,Tier 2,Supermarket Type1,164.05,4.0
NCO41,Health and Hygiene,Low Fat,12.5,0.018845,OUT035,2017,Small,Tier 2,Supermarket Type1,96.74,4.0
NCY17,Health and Hygiene,Low Fat,18.2,0.163065,OUT035,2017,Small,Tier 2,Supermarket Type1,43.31,4.0
NCU30,Household,Low Fat,5.11,0.034868,OUT035,2017,Small,Tier 2,Supermarket Type1,163.82,4.0
NCX42,Household,Low Fat,6.36,0.005977,OUT035,2017,Small,Tier 2,Supermarket Type1,163.35,4.0
NCR06,Household,Low Fat,12.5,0.006764,OUT035,2017,Small,Tier 2,Supermarket Type1,40.81,4.0
NCQ18,Household,Low Fat,15.75,0.135047,OUT035,2017,Small,Tier 2,Supermarket Type1,98.57,4.0
NCK07,Others,Low Fat,10.65,0.048677,OUT035,2017,Small,Tier 2,Supermarket Type1,166.15,4.0
FDT58,Snack Foods,Low Fat,9.0,0.085938,OUT035,2017,Small,Tier 2,Supermarket Type1,168.68,4.0
FDE22,Snack Foods,Low Fat,9.7,0.029567,OUT035,2017,Small,Tier 2,Supermarket Type1,160.49,4.0
FDP46,Snack Foods,Low Fat,15.35,0.074602,OUT035,2017,Small,Tier 2,Supermarket Type1,90.98,4.0
DRJ01,Soft Drinks,Low Fat,6.14,0.115011,OUT035,2017,Small,Tier 2,Supermarket Type1,161.52,4.0
FDB36,Baking Goods,Regular,5.46,0.048518,OUT035,2017,Small,Tier 2,Supermarket Type1,132.96,4.0
FDM24,Baking Goods,Regular,6.14,0.079312,OUT035,2017,Small,Tier 2,Supermarket Type1,151.74,4.0
FDQ36,Baking Goods,Regular,7.86,0.161517,OUT035,2017,Small,Tier 2,Supermarket Type1,37.08,4.0
FDB12,Baking Goods,Regular,11.15,0.105288,OUT035,2017,Small,Tier 2,Supermarket Type1,103.26,4.0
FDV60,Baking Goods,Regular,20.2,0.117339,OUT035,2017,Small,Tier 2,Supermarket Type1,195.01,4.0
FDM25,Breakfast,Regular,10.7,0.060654,OUT035,2017,Small,Tier 2,Supermarket Type1,174.77,4.0
FDR01,Canned,Regular,5.4,0.053611,OUT035,2017,Small,Tier 2,Supermarket Type1,197.77,4.0
FDY01,Canned,Regular,11.8,0.170251,OUT035,2017,Small,Tier 2,Supermarket Type1,116.48,4.0
FDB38,Canned,Regular,19.5,0.027342,OUT035,2017,Small,Tier 2,Supermarket Type1,158.29,4.0
FDS28,Frozen Foods,Regular,8.18,0.082386,OUT035,2017,Small,Tier 2,Supermarket Type1,56.66,4.0
FDT52,Frozen Foods,Regular,9.7,0.047421,OUT035,2017,Small,Tier 2,Supermarket Type1,246.01,4.0
FDL28,Frozen Foods,Regular,10.0,0.063163,OUT035,2017,Small,Tier 2,Supermarket Type1,228.67,4.0
FDP52,Frozen Foods,Regular,18.7,0.0,OUT035,2017,Small,Tier 2,Supermarket Type1,229.2,4.0
FDH20,Fruits and Vegetables,Regular,16.1,0.024944,OUT035,2017,Small,Tier 2,Supermarket Type1,95.44,4.0
FDF56,Fruits and Vegetables,Regular,16.7,0.11944,OUT035,2017,Small,Tier 2,Supermarket Type1,182.2,4.0
FDU03,Meat,Regular,18.7,0.091561,OUT035,2017,Small,Tier 2,Supermarket Type1,182.33,4.0
FDG33,Seafood,Regular,5.36,0.140214,OUT035,2017,Small,Tier 2,Supermarket Type1,173.78,4.0
FDP22,Snack Foods,Regular,14.65,0.099113,OUT035,2017,Small,Tier 2,Supermarket Type1,52.87,4.0
DRA24,Soft Drinks,Regular,19.35,0.039921,OUT035,2017,Small,Tier 2,Supermarket Type1,163.39,4.0
FDE11,Starchy Foods,Regular,17.7,0.0,OUT035,2017,Small,Tier 2,Supermarket Type1,183.59,4.0
NCE07,Household,Low Fat,8.18,0.013128,OUT035,2017,Small,Tier 2,Supermarket Type1,142.02,4.0
FDH21,Seafood,Low Fat,10.4,0.052264,OUT010,2011,Medium,Tier 3,Grocery Store,158.46,4.0
DRD37,Soft Drinks,Low Fat,9.8,0.023168,OUT010,2011,Medium,Tier 3,Grocery Store,47.51,4.0
FDZ12,Baking Goods,Low Fat,9.17,0.172365,OUT010,2011,Medium,Tier 3,Grocery Store,144.85,4.0
FDO24,Baking Goods,Low Fat,11.1,0.294949,OUT010,2011,Medium,Tier 3,Grocery Store,159.06,4.0
FDT36,Baking Goods,Low Fat,12.3,0.186251,OUT010,2011,Medium,Tier 3,Grocery Store,37.29,4.0
FDN01,Breakfast,Low Fat,8.9,0.121181,OUT010,2011,Medium,Tier 3,Grocery Store,177.04,4.0
FDO25,Canned,Low Fat,6.3,0.213324,OUT010,2011,Medium,Tier 3,Grocery Store,208.53,4.0
FDS13,Canned,Low Fat,6.46,0.208398,OUT010,2011,Medium,Tier 3,Grocery Store,265.29,4.0
FDK02,Canned,Low Fat,12.5,0.187841,OUT010,2011,Medium,Tier 3,Grocery Store,119.24,4.0
FDD02,Canned,Low Fat,16.6,0.084177,OUT010,2011,Medium,Tier 3,Grocery Store,118.01,4.0
FDA49,Canned,Low Fat,19.7,0.108666,OUT010,2011,Medium,Tier 3,Grocery Store,86.42,4.0
DRD15,Dairy,Low Fat,10.6,0.095065,OUT010,2011,Medium,Tier 3,Grocery Store,232.46,4.0
FDS26,Dairy,Low Fat,20.35,0.149753,OUT010,2011,Medium,Tier 3,Grocery Store,259.76,4.0
FDE16,Frozen Foods,Low Fat,8.9,0.044094,OUT010,2011,Medium,Tier 3,Grocery Store,208.4,4.0
NCV41,Health and Hygiene,Low Fat,14.35,0.028519,OUT010,2011,Medium,Tier 3,Grocery Store,109.22,4.0
NCA18,Household,Low Fat,10.1,0.093862,OUT010,2011,Medium,Tier 3,Grocery Store,115.95,4.0
NCD31,Household,Low Fat,12.1,0.025834,OUT010,2011,Medium,Tier 3,Grocery Store,165.15,4.0
NCH07,Household,Low Fat,13.15,0.155106,OUT010,2011,Medium,Tier 3,Grocery Store,157.26,4.0
NCI54,Household,Low Fat,15.2,0.056238,OUT010,2011,Medium,Tier 3,Grocery Store,110.79,4.0
FDA39,Meat,Low Fat,6.32,0.021287,OUT010,2011,High,Tier 3,Grocery Store,38.58,4.0
FDK22,Snack Foods,Low Fat,9.8,0.043663,OUT010,2011,High,Tier 3,Grocery Store,217.18,4.0
FDZ33,Snack Foods,Low Fat,10.2,0.0,OUT010,2011,High,Tier 3,Grocery Store,147.21,4.0
FDZ10,Snack Foods,Low Fat,17.85,0.074423,OUT010,2011,High,Tier 3,Grocery Store,128.0,4.0
FDM34,Snack Foods,Low Fat,19.0,0.112893,OUT010,2011,High,Tier 3,Grocery Store,131.06,4.0
FDS10,Snack Foods,Low Fat,19.2,0.058893,OUT010,2011,High,Tier 3,Grocery Store,178.93,4.0
DRF36,Soft Drinks,Low Fat,16.1,0.039464,OUT010,2011,High,Tier 3,Grocery Store,189.98,4.0
FDL13,Breakfast,Regular,13.85,0.094266,OUT010,2011,High,Tier 3,Grocery Store,233.93,4.0
FDY02,Dairy,Regular,8.94,0.146701,OUT010,2011,High,Tier 3,Grocery Store,262.29,4.0
FDH40,Frozen Foods,Regular,11.6,0.132112,OUT010,2011,High,Tier 3,Grocery Store,82.23,4.0
FDW19,Fruits and Vegetables,Regular,12.35,0.064442,OUT010,2011,High,Tier 3,Grocery Store,110.96,4.0
FDE33,Fruits and Vegetables,Regular,19.35,0.08308,OUT010,2011,High,Tier 3,Grocery Store,80.36,4.0
FDU15,Meat,Regular,13.65,0.044526,OUT010,2011,High,Tier 3,Grocery Store,37.95,4.0
FDR27,Meat,Regular,15.1,0.160852,OUT010,2011,High,Tier 3,Grocery Store,131.39,4.0
FDI21,Snack Foods,Regular,5.59,0.094742,OUT010,2011,High,Tier 3,Grocery Store,63.12,4.0
FDL58,Snack Foods,Regular,5.78,0.12411,OUT010,2011,High,Tier 3,Grocery Store,262.36,4.0
DRB13,Soft Drinks,Regular,6.12,0.011791,OUT010,2011,Small,Tier 3,Grocery Store,189.05,4.0
DRB48,Soft Drinks,Regular,16.75,0.0416,OUT010,2011,Small,Tier 3,Grocery Store,40.98,4.0
FDQ19,Fruits and Vegetables,Regular,7.35,0.024044,OUT010,2011,Small,Tier 3,Grocery Store,241.05,4.0
FDT48,Baking Goods,Low Fat,4.92,0.045917,OUT013,2014,High,Tier 3,Supermarket Type1,198.81,4.0
FDW25,Canned,Low Fat,5.18,0.037368,OUT013,2014,High,Tier 3,Supermarket Type1,86.92,4.0
FDW01,Canned,Low Fat,14.5,0.0,OUT013,2014,High,Tier 3,Supermarket Type1,154.47,4.0
